period,hour,bx_gse_mean,bx_gse_std,by_gse_mean,by_gse_std,bz_gse_mean,bz_gse_std,theta_gse_mean,theta_gse_std,phi_gse_mean,phi_gse_std,bx_gsm_mean,bx_gsm_std,by_gsm_mean,by_gsm_std,bz_gsm_mean,bz_gsm_std,theta_gsm_mean,theta_gsm_std,phi_gsm_mean,phi_gsm_std,bt_mean,bt_std,density_mean,density_std,speed_mean,speed_std,temperature_mean,temperature_std,timedelta,dst,bz_south,bt,dynamic_pressure,bz_south_3h_mean,bz_south_6h_mean,speed_3h_mean,density_3h_mean,delta_bz,delta_speed,delta_density,delta_bt
train_a,0 days 06:00:00,-4.126363636363636,1.3676965816269113,-4.238545454545455,0.6755146684862346,0.8570909090909091,1.080213752385032,7.5165454545454535,10.110190901626936,225.29236363636363,13.696651924444662,-4.126363636363636,1.3676965816269113,-4.238545454545455,0.6755146684862346,0.8570909090909091,1.080213752385032,7.5165454545454535,10.110190901626936,225.29236363636363,13.696651924444662,6.635454545454545,0.38183678005049076,5.9775,0.5497160586139349,398.4009615384615,10.245989413293168,52607.692307692305,8115.497458659469,0 days 06:00:00,5,0.0,6.635454545454545,1.586910497663971,0.0,0.0,371.4750579753982,3.917960980036298,0.11875757575757584,2.0883753315649187,-0.13267241379310324,0.2699545454545449
train_a,0 days 07:00:00,-1.9657999999999998,1.515394593995308,-5.0218,0.8073961423070123,0.20920000000000002,1.3552646251126135,1.2908000000000002,12.566633475118115,247.31,18.119257767381544,-1.9657999999999998,1.515394593995308,-5.0218,0.8073961423070123,0.20920000000000002,1.3552646251126135,1.2908000000000002,12.566633475118115,247.31,18.119257767381544,6.193200000000001,0.41889767880249984,5.799791666666667,1.0753989652204259,413.39479166666666,12.021802532311318,47018.333333333336,10094.073094207592,0 days 07:00:00,5,0.0,6.193200000000001,1.6578089786369028,0.0,0.0,388.33701591511937,4.992390804597701,-0.6478909090909091,14.993830128205161,-0.17770833333333336,-0.4422545454545439
train_a,0 days 08:00:00,-3.0176666666666665,1.031392618968779,-4.386833333333333,0.5142395790220429,0.6366666666666667,0.6714105230002582,6.137166666666667,6.8167364057875,234.0155,11.930468958774036,-3.0176666666666665,1.031392618968779,-4.386833333333333,0.5142395790220429,0.6366666666666667,0.6714105230002582,6.137166666666667,6.8167364057875,234.0155,11.930468958774036,5.885000000000001,0.28186726050106076,7.762105263157895,0.6860725098135076,406.04842105263157,8.702035638178032,38852.47368421053,7222.272038397376,0 days 08:00:00,3,0.0,5.885000000000001,2.1405593438975465,0.0,0.0,402.70277980400823,5.962488026819924,0.42746666666666666,-7.346370614035095,1.962313596491228,-0.30820000000000025
train_a,0 days 09:00:00,-3.7483333333333335,0.8571437920360786,-3.4063333333333334,0.9164836386357397,1.1385,0.536908365757453,11.6005,5.173960036338427,220.68983333333333,13.3239376135988,-3.7483333333333335,0.8571437920360786,-3.4063333333333334,0.9164836386357397,1.1385,0.536908365757453,11.6005,5.173960036338427,220.68983333333333,13.3239376135988,5.728666666666667,0.18168203428495894,8.750172413793104,0.5959320913252317,396.37482758620695,3.756439262741328,32037.689655172413,2132.5034806486997,0 days 09:00:00,1,0.0,5.728666666666667,2.2994333991110807,0.0,0.0,405.9480580859199,6.513132309941521,0.5018333333333334,-9.67359346642462,0.9880671506352092,-0.15633333333333344
train_a,0 days 10:00:00,-4.614833333333333,0.3202620307835162,-2.6131666666666664,0.799199794003016,2.1273333333333335,0.5256081761181611,20.26966666666667,4.876619754090809,208.11116666666666,8.588842011027765,-4.614833333333333,0.3202620307835162,-2.6131666666666664,0.799199794003016,2.1273333333333335,0.5256081761181611,20.26966666666667,4.876619754090809,208.11116666666666,8.588842011027765,6.1485,0.19366076403191124,8.538947368421052,0.6681950212820847,390.84771929824564,2.1552469344302487,35080.29824561404,2178.6861863854724,0 days 10:00:00,1,0.0,6.1485,2.1817831999509605,0.0,0.0,405.2726801018351,7.437356447872555,0.9888333333333335,-5.527108287961312,-0.21122504537205167,0.41983333333333306
train_a,0 days 11:00:00,-4.780166666666667,0.20588372287442452,-2.4258333333333337,0.5119993765444653,2.6598333333333333,0.4006879324474838,24.703833333333332,3.6464922042258943,205.726,5.325299132204469,-4.780166666666667,0.20588372287442452,-2.4258333333333337,0.5119993765444653,2.6598333333333333,0.4006879324474838,24.703833333333332,3.6464922042258943,205.726,5.325299132204469,6.353666666666667,0.13808578353986772,8.389661016949153,0.9723823678554602,389.32,1.208411610623495,35257.71186440678,2475.9114452080025,0 days 11:00:00,2,0.0,6.353666666666667,2.126914026989917,0.0,0.0,397.7569893123614,8.35040834845735,0.5324999999999998,-1.5277192982456427,-0.14928635147189873,0.20516666666666694
train_a,0 days 12:00:00,-5.197446808510638,0.21710013803598763,-0.13957446808510637,1.1584659223503269,3.8861702127659576,0.7082972637784509,33.81595744680851,4.846482211278278,182.18702127659577,11.801374075282702,-5.197446808510638,0.21710013803598763,-0.13957446808510637,1.1584659223503269,3.8861702127659576,0.7082972637784509,33.81595744680851,4.846482211278278,182.18702127659577,11.801374075282702,6.924042553191489,0.45549619181564704,8.34953488372093,0.7544059583172904,391.0841860465116,1.88507449967487,30930.13953488372,5424.781661532975,0 days 12:00:00,2,0.0,6.924042553191489,2.135968708788062,0.0,0.0,392.1808489614842,8.559593599721103,1.2263368794326244,1.764186046511611,-0.04012613322822389,0.5703758865248219
train_a,0 days 13:00:00,-5.711666666666667,0.28072864376221307,0.5175,0.7060771912475292,3.6869444444444444,0.670218810515084,30.7575,5.242022714836054,175.56083333333333,6.793354893886051,-5.711666666666667,0.28072864376221307,0.5175,0.7060771912475292,3.6869444444444444,0.670218810515084,30.7575,5.242022714836054,175.56083333333333,6.793354893886051,7.203055555555555,0.21569581020428422,8.537666666666667,0.7034872904438941,390.191,2.351993065319346,33332.566666666666,3981.3205458121242,0 days 13:00:00,3,0.0,7.203055555555555,2.174131373099082,0.0,0.0,390.41730178158576,8.426047756363712,-0.19922576832151329,-0.8931860465116301,0.18813178294573696,0.27901300236406623
train_a,0 days 14:00:00,-5.901960784313726,0.5832392977426781,-1.8962745098039215,1.0727310208702157,1.6909803921568627,1.2758185684523655,14.363529411764706,10.537322776403773,197.80058823529413,10.122332421288021,-5.901960784313726,0.5832392977426781,-1.8962745098039215,1.0727310208702157,1.6909803921568627,1.2758185684523655,14.363529411764706,10.537322776403773,197.80058823529413,10.122332421288021,6.997843137254901,0.28591127102994873,5.275,0.33788717338112123,382.523125,3.764111888141966,43532.25,15458.943387087014,0 days 14:00:00,3,0.0,6.997843137254901,1.2910110115146716,0.0,0.0,390.1983953488372,8.425620855778917,-1.9959640522875817,-7.667874999999981,-3.262666666666666,-0.20521241830065406
train_a,0 days 15:00:00,-5.158166666666667,0.6003572147569601,-2.1704999999999997,0.3786838267974562,2.5926666666666667,1.12731850230967,23.543166666666664,10.73548377280494,202.26983333333334,4.238091788252066,-5.158166666666667,0.6003572147569601,-2.1704999999999997,0.3786838267974562,2.5926666666666667,1.12731850230967,23.543166666666664,10.73548377280494,202.26983333333334,4.238091788252066,6.586666666666667,0.14374726723022685,5.529090909090909,0.6046815465410473,378.33575757575755,2.781466598647924,49733.393939393936,18636.9501544301,0 days 15:00:00,4,0.0,6.586666666666667,1.323733629749034,0.0,0.0,387.9327703488372,7.387400516795864,0.901686274509804,-4.187367424242439,0.2540909090909089,-0.41117647058823437
